###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57720.574991  13.080  0.002 21290   49 c  0 129.80 107.71417   2.46099  5324.77  6797.04 3.72 3.70  20.1 -0.439 19.68 21.71 02a57720o0029c
57720.587009  13.082  0.002 21252   48 c  0  91.74 107.71417   2.46099  5309.04  6761.46 4.05 3.80   6.7 -0.414 19.60 21.67 02a57720o0052c
57720.609483  13.093  0.002 21022   48 c  0 163.13 107.71417   2.46099  5367.15  6837.43 3.75 3.70  34.8 -0.425 19.62 21.59 02a57720o0094c
57720.622037  13.073  0.002 21411   48 c  0 139.08 107.71417   2.46099  5385.53  6720.74 3.80 3.75  64.3 -0.417 19.57 21.51 02a57720o0117c
57720.637210  13.081  0.002 21259   52 c  0 113.08 107.71417   2.46099  5347.71  6775.37 3.77 3.70  84.2 -0.421 19.36 21.21 02a57720o0145c
57752.491644  13.118  0.026 20542  537 c  0   1.16 107.71417   2.46099  5380.24  5025.84 3.75 3.60  83.0 -0.393 15.74 17.41 02a57752o0551c
57752.521636  13.130  0.105 20316 2139 c  0   1.21 107.71417   2.46099  5419.87  5064.51 3.74 3.59  87.5 -0.385 14.13 15.71 02a57752o0610c
57752.537258  13.233  0.084 18479 1560 c  0   1.07 107.71417   2.46099  5444.57  4948.59 3.72 3.57  87.2 -0.388 14.50 16.13 02a57752o0641c
57752.554915  13.257  0.131 18082 2364 c  0   1.12 107.71417   2.46099  5407.67  5004.61 3.69 3.56  87.3 -0.407 14.02 15.63 02a57752o0675c
57756.475614  13.108  0.002 20746   47 c  0  79.50 107.71417   2.46099  7651.42  3680.78 3.79 3.49 -85.8 -0.399 19.73 21.72 02a57756o0521c
57756.490941  13.097  0.002 20947   47 c  0 111.98 107.71417   2.46099  7632.92  3642.26 3.76 3.46 -86.8 -0.403 19.72 21.69 02a57756o0547c
57756.506550  13.095  0.002 20990   47 c  0 110.44 107.71417   2.46099  7689.96  3719.60 3.77 3.46 -85.6 -0.406 19.71 21.68 02a57756o0573c
57756.522168  13.104  0.002 20811   46 c  0 136.56 107.71417   2.46099  7712.09  3605.34 3.75 3.45 -87.7 -0.402 19.69 21.63 02a57756o0599c
57756.533575  13.099  0.002 20903   47 c  0 100.12 107.71417   2.46099  7675.66  3659.99 3.77 3.50 -86.2 -0.398 19.68 21.63 02a57756o0621c
57758.302359  13.109  0.003 20716   52 c  0  25.26 107.71417   2.46099  3416.73  5519.46 4.03 3.91  68.6 -0.372 19.05 20.60 02a57758o0214c
57758.321470  13.103  0.002 20837   50 c  0  36.27 107.71417   2.46099  3129.71  4648.94 3.91 3.79  79.9 -0.376 19.17 20.71 02a57758o0249c
57758.331536  13.094  0.002 21000   50 c  0  30.67 107.71417   2.46099  4582.52  4366.84 3.84 3.72  87.0 -0.380 19.21 20.77 02a57758o0267c
57758.341109  13.099  0.002 20906   50 c  0  43.81 107.71417   2.46099  2834.45  6100.15 3.92 3.81  70.1 -0.390 19.21 20.82 02a57758o0284c
57758.350927  13.100  0.002 20899   48 c  0  61.47 107.71417   2.46099  3709.77  5234.39 3.85 3.71  81.0 -0.380 19.27 20.86 02a57758o0301c
57758.361062  13.105  0.002 20789   48 c  0  60.25 107.71417   2.46099  3709.87  5234.57 3.80 3.68  86.9 -0.385 19.30 20.89 02a57758o0318c
57768.467406  13.188  0.003 19267   64 o  0  22.74 107.71417   2.46099  7535.93  4629.49 3.61 3.33 -83.5 -0.439 18.42 19.21 02a57768o0527o
57768.484714  13.193  0.004 19175   69 o  0  17.17 107.71417   2.46099  7519.46  4592.07 3.63 3.36 -85.0 -0.430 18.30 19.11 02a57768o0558o
57768.501718  13.199  0.003 19079   61 o  0  24.71 107.71417   2.46099  7578.29  4668.66 3.66 3.38 -85.4 -0.428 18.58 19.51 02a57768o0589o
57768.534218  13.162  0.041 19736  800 o  0   1.04 107.71417   2.46099  7562.32  4606.83 3.68 3.42 -87.0 -0.433 15.38 15.60 02a57768o0647o
57776.455707  13.096  0.007 20964  153 c  0   3.75 107.71417   2.46099  6213.35  4444.77 3.81 3.61  89.6 -0.390 17.51 19.31 02a57776o0473c
