###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57674.471920  12.006  0.002 57211   94 o  0 130.60  38.32342  59.75294  2079.91   956.72 3.68 3.58 -69.5 -0.465 18.72 19.74 02a57674o0556o
57674.475959  12.005  0.002 57285   92 o  0 159.04  38.32342  59.75294  2079.58   958.33 3.68 3.59 -64.1 -0.463 18.72 19.75 02a57674o0564o
57674.490536  12.002  0.002 57449   93 o  0 156.82  38.32342  59.75294  2083.15   953.61 3.65 3.56 -65.8 -0.469 18.73 19.74 02a57674o0592o
57678.432724  12.005  0.002 57268  104 o  0  83.33  38.32342  59.75294  1607.44  1342.04 3.73 3.50  85.3 -0.459 18.31 18.92 02a57678o0502o
57678.434196  12.015  0.002 56768  103 o  0  86.85  38.32342  59.75294  1631.37  1381.99 3.73 3.54  84.9 -0.452 18.31 18.92 02a57678o0505o
57678.446379  12.004  0.002 57353   99 o  0 108.11  38.32342  59.75294  1574.08  1295.96 3.72 3.49  83.8 -0.457 18.32 18.94 02a57678o0528o
57678.467768  12.006  0.002 57234  104 o  0  75.42  38.32342  59.75294  1561.38  1412.86 3.73 3.54  82.5 -0.454 18.34 18.99 02a57678o0568o
57678.482412  12.002  0.002 57424  106 o  0  57.69  38.32342  59.75294  1600.14  1355.41 3.70 3.49  84.8 -0.463 18.35 18.98 02a57678o0597o
57698.404039  12.585  0.002 33588   59 c  0  95.11  38.32342  59.75294  2016.35  1600.26 4.02 3.86  85.0 -0.402 19.59 21.50 02a57698o0438c
57698.423395  12.589  0.002 33453   60 c  0  71.99  38.32342  59.75294  2036.60  1641.12 3.91 3.76  82.8 -0.412 19.61 21.49 02a57698o0475c
57698.433604  12.590  0.002 33433   60 c  0  76.61  38.32342  59.75294  1981.02  1554.30 3.97 3.81  85.7 -0.408 19.60 21.49 02a57698o0494c
57698.437390  12.575  0.002 33870   61 c  0 281.32  38.32342  59.75294  8547.02  8773.09 3.75 3.45 -87.5 -0.440 19.62 21.51 02a57698o0501c
