###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57618.615442  13.941  0.006  9631   62 o  0   3.64  72.34071  34.06658  1348.26  2198.58 3.89 3.40 -27.9 -0.495 18.31 19.46 02a57618o0844o
57618.631951  13.962  0.008  9441   72 o  0   2.41  72.34071  34.06658  1364.99  2238.21 3.87 3.36 -25.9 -0.487 18.12 19.05 02a57618o0866o
57633.648262  -8.222  0.205 7057779863661 1448670676002 c  0   0.85  72.34071  34.06658  3978.58  3218.24 27.19 16.05   8.3 -0.136 -6.84 -5.29 02a57633o0645c
57637.626929  14.623  0.006  5140   30 c  0   8.25  72.34071  34.06658  3948.95   332.00 4.02 3.72 -76.4 -0.399 19.46 21.22 02a57637o0692c
57653.623011  14.107  0.007  8262   56 o  0   4.23  72.34071  34.06658  2001.80   212.49 3.85 3.55 -31.0 -0.461 18.49 19.55 02a57653o0303o
57653.639477  14.021  0.007  8942   66 o  0   2.75  72.34071  34.06658  2018.98   255.62 3.80 3.56 -34.0 -0.453 18.33 19.20 02a57653o0329o
57661.575206  14.654  0.024  4993  119 c  0   1.63  72.34071  34.06658  1142.28   257.12 4.20 3.84  85.4 -0.386 17.22 18.91 02a57661o0662c
57661.592275  14.633  0.014  5091   70 c  0   1.57  72.34071  34.06658  1153.36   299.24 4.18 3.82  84.2 -0.382 18.07 19.80 02a57661o0688c
57661.609600  14.631  0.007  5102   37 c  0   3.87  72.34071  34.06658  1107.00   217.63 4.27 3.91  85.6 -0.379 19.10 20.95 02a57661o0714c
57661.628075  14.549  0.008  5502   45 c  0   9.75  72.34071  34.06658  9438.40 10108.62 3.41 3.03 -49.5 -0.500 19.01 20.84 02a57661o0740c
57661.646428  14.547  0.016  5513   89 c  0   1.79  72.34071  34.06658  9402.79 10168.17 3.39 2.97 -50.6 -0.518 18.10 18.86 02a57661o0766c
57664.593852  14.665  0.021  4943  102 c  0   1.20  72.34071  34.06658  5689.13   447.51 3.93 3.89 -49.4 -0.400 17.47 19.17 02a57664o0046c
57664.606167  14.648  0.071  5020  356 c  0   0.98  72.34071  34.06658  5672.54   411.25 4.64 3.87  -2.5 -0.380 15.02 16.76 02a57664o0069c
57664.619081  14.629  0.031  5109  160 c  0   1.18  72.34071  34.06658  5734.92   483.63 4.00 3.77  -6.8 -0.418 17.15 18.81 02a57664o0093c
57664.632281  -2.902  0.286 52590433095 15063591389 c  0   1.01  72.34071  34.06658  5751.37   366.88 3.90 3.85 -61.3 -0.407 -2.89 -1.34 02a57664o0117c
57664.645457  14.736  0.070  4628  322 c  0   1.07  72.34071  34.06658  5716.19   431.69 3.79 3.68 -64.3 -0.441 16.65 17.65 02a57664o0140c
57669.551064  14.626  0.006  5122   30 c  0   3.67  72.34071  34.06658  2020.86  2517.51 3.91 3.69  76.0 -0.395 19.54 21.39 02a57669o0628c
57669.574758  14.628  0.006  5114   30 c  0   3.46  72.34071  34.06658  2032.35  2560.61 3.92 3.70  76.5 -0.394 19.56 21.44 02a57669o0667c
57669.589209  14.631  0.006  5099   28 c  0   4.76  72.34071  34.06658  1969.55  2478.53 3.94 3.71  75.3 -0.396 19.60 21.49 02a57669o0689c
57669.606570  14.596  0.006  5265   30 c  0  11.61  72.34071  34.06658  8566.89  7848.97 3.72 3.43 -78.5 -0.425 19.55 21.46 02a57669o0715c
57669.624582  14.605  0.006  5224   31 c  0  10.37  72.34071  34.06658  8537.14  7912.04 3.73 3.42 -77.4 -0.430 19.53 21.42 02a57669o0741c
57673.550626  13.977  0.004  9315   40 o  0  31.93  72.34071  34.06658  4061.91  2559.54 3.49 3.35 -62.5 -0.466 19.29 20.84 02a57673o0624o
57673.562588  13.962  0.004  9443   41 o  0  15.15  72.34071  34.06658  4075.45  2603.65 3.54 3.40 -56.1 -0.459 19.28 20.84 02a57673o0645o
57673.578820  13.969  0.004  9384   42 o  0  14.31  72.34071  34.06658  4013.19  2520.71 3.54 3.41 -66.1 -0.455 19.32 20.90 02a57673o0671o
