HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459666.78778,2022-03-28.2849666,bj,2.02,15.908,12.520,0.011,35.652,0.353,g
2459666.78901,2022-03-28.2862040,bj,2.02,15.905,12.502,0.010,36.238,0.357,g
2459666.82094,2022-03-28.3181265,bj,2.16,15.864,12.529,0.012,35.346,0.393,g
2459666.82218,2022-03-28.3193648,bj,2.10,15.825,12.522,0.012,35.574,0.393,g
2459666.82344,2022-03-28.3206188,bj,2.04,15.925,12.512,0.011,35.903,0.362,g
2459666.86313,2022-03-28.3603212,bj,2.00,15.883,12.518,0.011,35.739,0.358,g
2459666.86440,2022-03-28.3615804,bj,2.01,15.888,12.523,0.011,35.557,0.357,g
2459666.86565,2022-03-28.3628340,bj,2.01,15.870,12.519,0.011,35.651,0.367,g
2459668.70796,2022-03-30.2050954,bj,2.10,15.908,12.524,0.011,35.487,0.360,g
2459668.70921,2022-03-30.2063491,bj,2.03,15.921,12.505,0.011,36.129,0.365,g
2459668.71045,2022-03-30.2075858,bj,2.06,15.934,12.518,0.010,35.725,0.350,g
2459668.73792,2022-03-30.2350547,bF,2.06,15.996,12.482,0.011,36.903,0.366,g
2459668.73921,2022-03-30.2363472,bF,2.07,15.975,12.501,0.011,36.276,0.373,g
2459668.74052,2022-03-30.2376519,bF,2.10,15.999,12.503,0.012,36.226,0.383,g
2459669.76854,2022-03-31.2656513,bj,2.03,15.924,12.520,0.010,35.647,0.353,g
2459669.76980,2022-03-31.2669045,bj,2.05,15.902,12.496,0.010,36.445,0.355,g
2459669.77105,2022-03-31.2681484,bj,2.07,15.919,12.501,0.010,36.249,0.354,g
2459669.81316,2022-03-31.3102629,bj,2.01,15.920,12.522,0.011,35.582,0.348,g
2459669.81440,2022-03-31.3114991,bj,2.02,15.937,12.522,0.010,35.587,0.344,g
2459669.81564,2022-03-31.3127409,bj,2.03,15.863,12.526,0.011,35.466,0.359,g
2459670.29632,2022-03-31.7934100,bm,1.46,15.661,12.580,0.015,33.729,0.464,g
2459670.29759,2022-03-31.7946715,bm,1.52,15.644,12.540,0.015,34.982,0.471,g
2459670.29885,2022-03-31.7959438,bm,1.48,15.615,12.595,0.016,33.271,0.477,g
2459670.72095,2022-04-01.2180244,bj,2.04,15.945,12.532,0.010,35.266,0.346,g
2459670.72220,2022-04-01.2192744,bj,2.07,15.941,12.514,0.010,35.843,0.348,g
2459670.72343,2022-04-01.2205034,bj,2.04,15.902,12.520,0.011,35.677,0.356,g
2459671.68716,2022-04-02.1842214,bi,1.93,15.958,12.553,0.012,34.554,0.397,g
